id,kind,token,source_file,line,risk,status
TOK-00355,static-color,ring-amber-500,apps/frontend/src/app/(dashboard)/it-inventory/page.tsx,110,Review light/dark contrast and accent bypass,REVIEW_REQUIRED
TOK-00356,static-color,border-zinc-300,apps/frontend/src/app/(dashboard)/it-inventory/page.tsx,115,Review light/dark contrast and accent bypass,REVIEW_REQUIRED
TOK-00357,static-color,border-zinc-700,apps/frontend/src/app/(dashboard)/it-inventory/page.tsx,115,Review light/dark contrast and accent bypass,REVIEW_REQUIRED
TOK-00358,static-color,ring-amber-500,apps/frontend/src/app/(dashboard)/it-inventory/page.tsx,115,Review light/dark contrast and accent bypass,REVIEW_REQUIRED
TOK-00359,static-color,border-zinc-300,apps/frontend/src/app/(dashboard)/it-inventory/page.tsx,119,Review light/dark contrast and accent bypass,REVIEW_REQUIRED
TOK-00360,static-color,border-zinc-700,apps/frontend/src/app/(dashboard)/it-inventory/page.tsx,119,Review light/dark contrast and accent bypass,REVIEW_REQUIRED
TOK-00361,static-color,ring-amber-500,apps/frontend/src/app/(dashboard)/it-inventory/page.tsx,119,Review light/dark contrast and accent bypass,REVIEW_REQUIRED
TOK-00362,static-color,text-red-500,apps/frontend/src/app/(dashboard)/it-inventory/page.tsx,121,Review light/dark contrast and accent bypass,REVIEW_REQUIRED
TOK-00363,static-color,bg-amber-600,apps/frontend/src/app/(dashboard)/it-inventory/page.tsx,125,Review light/dark contrast and accent bypass,REVIEW_REQUIRED
TOK-00364,static-color,bg-amber-700,apps/frontend/src/app/(dashboard)/it-inventory/page.tsx,125,Review light/dark contrast and accent bypass,REVIEW_REQUIRED
TOK-00365,static-color,text-white,apps/frontend/src/app/(dashboard)/it-inventory/page.tsx,125,Review light/dark contrast and accent bypass,REVIEW_REQUIRED
TOK-00366,static-color,border-zinc-200,apps/frontend/src/app/(dashboard)/it-inventory/page.tsx,144,Review light/dark contrast and accent bypass,REVIEW_REQUIRED
TOK-00367,static-color,border-zinc-800,apps/frontend/src/app/(dashboard)/it-inventory/page.tsx,144,Review light/dark contrast and accent bypass,REVIEW_REQUIRED
TOK-00368,static-color,bg-white,apps/frontend/src/app/(dashboard)/it-inventory/page.tsx,144,Review light/dark contrast and accent bypass,REVIEW_REQUIRED
TOK-00369,static-color,bg-zinc-900,apps/frontend/src/app/(dashboard)/it-inventory/page.tsx,144,Review light/dark contrast and accent bypass,REVIEW_REQUIRED
TOK-00370,static-color,bg-zinc-100,apps/frontend/src/app/(dashboard)/it-inventory/page.tsx,152,Review light/dark contrast and accent bypass,REVIEW_REQUIRED
TOK-00371,static-color,bg-zinc-800,apps/frontend/src/app/(dashboard)/it-inventory/page.tsx,152,Review light/dark contrast and accent bypass,REVIEW_REQUIRED
TOK-00372,static-color,text-zinc-600,apps/frontend/src/app/(dashboard)/it-inventory/page.tsx,152,Review light/dark contrast and accent bypass,REVIEW_REQUIRED
TOK-00373,static-color,text-zinc-400,apps/frontend/src/app/(dashboard)/it-inventory/page.tsx,152,Review light/dark contrast and accent bypass,REVIEW_REQUIRED
TOK-00374,static-color,text-zinc-400,apps/frontend/src/app/(dashboard)/it-inventory/page.tsx,156,Review light/dark contrast and accent bypass,REVIEW_REQUIRED
TOK-00375,static-color,bg-zinc-100,apps/frontend/src/app/(dashboard)/it-inventory/page.tsx,161,Review light/dark contrast and accent bypass,REVIEW_REQUIRED
TOK-00376,static-color,bg-zinc-800,apps/frontend/src/app/(dashboard)/it-inventory/page.tsx,161,Review light/dark contrast and accent bypass,REVIEW_REQUIRED
TOK-00377,static-color,text-zinc-400,apps/frontend/src/app/(dashboard)/it-inventory/page.tsx,161,Review light/dark contrast and accent bypass,REVIEW_REQUIRED
TOK-00378,static-color,text-amber-500,apps/frontend/src/app/(dashboard)/it-inventory/page.tsx,161,Review light/dark contrast and accent bypass,REVIEW_REQUIRED
TOK-00379,static-color,bg-zinc-100,apps/frontend/src/app/(dashboard)/it-inventory/page.tsx,164,Review light/dark contrast and accent bypass,REVIEW_REQUIRED
TOK-00380,static-color,bg-zinc-800,apps/frontend/src/app/(dashboard)/it-inventory/page.tsx,164,Review light/dark contrast and accent bypass,REVIEW_REQUIRED
TOK-00381,static-color,text-zinc-400,apps/frontend/src/app/(dashboard)/it-inventory/page.tsx,164,Review light/dark contrast and accent bypass,REVIEW_REQUIRED
TOK-00382,static-color,text-red-500,apps/frontend/src/app/(dashboard)/it-inventory/page.tsx,164,Review light/dark contrast and accent bypass,REVIEW_REQUIRED
TOK-00383,static-color,text-zinc-500,apps/frontend/src/app/(dashboard)/it-inventory/page.tsx,170,Review light/dark contrast and accent bypass,REVIEW_REQUIRED
TOK-00384,static-color,text-zinc-400,apps/frontend/src/app/(dashboard)/it-inventory/page.tsx,170,Review light/dark contrast and accent bypass,REVIEW_REQUIRED
TOK-00385,static-color,text-zinc-400,apps/frontend/src/app/(dashboard)/it-inventory/page.tsx,174,Review light/dark contrast and accent bypass,REVIEW_REQUIRED
TOK-00386,static-color,text-zinc-400,apps/frontend/src/app/(dashboard)/it-inventory/page.tsx,178,Review light/dark contrast and accent bypass,REVIEW_REQUIRED
TOK-00387,static-color,border-zinc-200,apps/frontend/src/app/(dashboard)/it-inventory/page.tsx,191,Review light/dark contrast and accent bypass,REVIEW_REQUIRED
TOK-00388,static-color,border-zinc-800,apps/frontend/src/app/(dashboard)/it-inventory/page.tsx,191,Review light/dark contrast and accent bypass,REVIEW_REQUIRED
TOK-00389,static-color,bg-white,apps/frontend/src/app/(dashboard)/it-inventory/page.tsx,191,Review light/dark contrast and accent bypass,REVIEW_REQUIRED
TOK-00390,static-color,bg-zinc-900,apps/frontend/src/app/(dashboard)/it-inventory/page.tsx,191,Review light/dark contrast and accent bypass,REVIEW_REQUIRED
TOK-00391,static-color,border-zinc-200,apps/frontend/src/app/(dashboard)/it-inventory/page.tsx,192,Review light/dark contrast and accent bypass,REVIEW_REQUIRED
TOK-00392,static-color,border-zinc-800,apps/frontend/src/app/(dashboard)/it-inventory/page.tsx,192,Review light/dark contrast and accent bypass,REVIEW_REQUIRED
TOK-00393,static-color,text-amber-500,apps/frontend/src/app/(dashboard)/it-inventory/page.tsx,194,Review light/dark contrast and accent bypass,REVIEW_REQUIRED
TOK-00394,static-color,text-zinc-400,apps/frontend/src/app/(dashboard)/it-inventory/page.tsx,200,Review light/dark contrast and accent bypass,REVIEW_REQUIRED
TOK-00395,static-color,bg-zinc-50,apps/frontend/src/app/(dashboard)/it-inventory/page.tsx,206,Review light/dark contrast and accent bypass,REVIEW_REQUIRED
TOK-00396,static-color,bg-zinc-800/50,apps/frontend/src/app/(dashboard)/it-inventory/page.tsx,206,Review light/dark contrast and accent bypass,REVIEW_REQUIRED
TOK-00397,static-color,text-zinc-400,apps/frontend/src/app/(dashboard)/it-inventory/page.tsx,210,Review light/dark contrast and accent bypass,REVIEW_REQUIRED
TOK-00398,static-color,text-zinc-500,apps/frontend/src/app/(dashboard)/it-inventory/page.tsx,212,Review light/dark contrast and accent bypass,REVIEW_REQUIRED
TOK-00399,static-color,bg-zinc-200,apps/frontend/src/app/(dashboard)/it-inventory/page.tsx,214,Review light/dark contrast and accent bypass,REVIEW_REQUIRED
TOK-00400,static-color,bg-zinc-700,apps/frontend/src/app/(dashboard)/it-inventory/page.tsx,214,Review light/dark contrast and accent bypass,REVIEW_REQUIRED
TOK-00401,static-color,text-zinc-400,apps/frontend/src/app/(dashboard)/it-inventory/page.tsx,214,Review light/dark contrast and accent bypass,REVIEW_REQUIRED
TOK-00402,static-color,text-amber-500,apps/frontend/src/app/(dashboard)/it-inventory/page.tsx,214,Review light/dark contrast and accent bypass,REVIEW_REQUIRED
TOK-00403,static-color,bg-zinc-200,apps/frontend/src/app/(dashboard)/it-inventory/page.tsx,217,Review light/dark contrast and accent bypass,REVIEW_REQUIRED
TOK-00404,static-color,bg-zinc-700,apps/frontend/src/app/(dashboard)/it-inventory/page.tsx,217,Review light/dark contrast and accent bypass,REVIEW_REQUIRED
TOK-00405,static-color,text-zinc-400,apps/frontend/src/app/(dashboard)/it-inventory/page.tsx,217,Review light/dark contrast and accent bypass,REVIEW_REQUIRED
TOK-00406,static-color,text-red-500,apps/frontend/src/app/(dashboard)/it-inventory/page.tsx,217,Review light/dark contrast and accent bypass,REVIEW_REQUIRED
TOK-00407,static-color,text-zinc-400,apps/frontend/src/app/(dashboard)/it-inventory/page.tsx,256,Review light/dark contrast and accent bypass,REVIEW_REQUIRED
TOK-00408,static-color,text-zinc-500,apps/frontend/src/app/(dashboard)/it-inventory/page.tsx,279,Review light/dark contrast and accent bypass,REVIEW_REQUIRED
TOK-00409,static-color,text-zinc-400,apps/frontend/src/app/(dashboard)/it-inventory/page.tsx,279,Review light/dark contrast and accent bypass,REVIEW_REQUIRED
TOK-00410,static-color,bg-amber-600,apps/frontend/src/app/(dashboard)/it-inventory/page.tsx,285,Review light/dark contrast and accent bypass,REVIEW_REQUIRED
TOK-00411,static-color,bg-amber-700,apps/frontend/src/app/(dashboard)/it-inventory/page.tsx,285,Review light/dark contrast and accent bypass,REVIEW_REQUIRED
TOK-00412,static-color,text-white,apps/frontend/src/app/(dashboard)/it-inventory/page.tsx,285,Review light/dark contrast and accent bypass,REVIEW_REQUIRED
TOK-00413,static-color,text-zinc-400,apps/frontend/src/app/(dashboard)/it-inventory/page.tsx,294,Review light/dark contrast and accent bypass,REVIEW_REQUIRED
TOK-00414,static-color,border-zinc-300,apps/frontend/src/app/(dashboard)/it-inventory/page.tsx,296,Review light/dark contrast and accent bypass,REVIEW_REQUIRED
TOK-00415,static-color,border-zinc-700,apps/frontend/src/app/(dashboard)/it-inventory/page.tsx,296,Review light/dark contrast and accent bypass,REVIEW_REQUIRED
TOK-00416,static-color,ring-amber-500,apps/frontend/src/app/(dashboard)/it-inventory/page.tsx,296,Review light/dark contrast and accent bypass,REVIEW_REQUIRED
TOK-00417,static-color,border-zinc-300,apps/frontend/src/app/(dashboard)/it-inventory/page.tsx,301,Review light/dark contrast and accent bypass,REVIEW_REQUIRED
TOK-00418,static-color,border-zinc-700,apps/frontend/src/app/(dashboard)/it-inventory/page.tsx,301,Review light/dark contrast and accent bypass,REVIEW_REQUIRED
TOK-00419,static-color,bg-amber-600,apps/frontend/src/app/(dashboard)/it-inventory/page.tsx,304,Review light/dark contrast and accent bypass,REVIEW_REQUIRED
TOK-00420,static-color,text-white,apps/frontend/src/app/(dashboard)/it-inventory/page.tsx,304,Review light/dark contrast and accent bypass,REVIEW_REQUIRED
TOK-00421,static-color,text-zinc-500,apps/frontend/src/app/(dashboard)/it-inventory/page.tsx,304,Review light/dark contrast and accent bypass,REVIEW_REQUIRED
TOK-00422,static-color,text-zinc-800,apps/frontend/src/app/(dashboard)/it-inventory/page.tsx,304,Review light/dark contrast and accent bypass,REVIEW_REQUIRED
TOK-00423,static-color,text-zinc-200,apps/frontend/src/app/(dashboard)/it-inventory/page.tsx,304,Review light/dark contrast and accent bypass,REVIEW_REQUIRED
TOK-00424,static-color,bg-amber-600,apps/frontend/src/app/(dashboard)/it-inventory/page.tsx,310,Review light/dark contrast and accent bypass,REVIEW_REQUIRED
TOK-00425,static-color,text-white,apps/frontend/src/app/(dashboard)/it-inventory/page.tsx,310,Review light/dark contrast and accent bypass,REVIEW_REQUIRED
TOK-00426,static-color,text-zinc-500,apps/frontend/src/app/(dashboard)/it-inventory/page.tsx,310,Review light/dark contrast and accent bypass,REVIEW_REQUIRED
TOK-00427,static-color,text-zinc-800,apps/frontend/src/app/(dashboard)/it-inventory/page.tsx,310,Review light/dark contrast and accent bypass,REVIEW_REQUIRED
TOK-00428,static-color,text-zinc-200,apps/frontend/src/app/(dashboard)/it-inventory/page.tsx,310,Review light/dark contrast and accent bypass,REVIEW_REQUIRED
TOK-00429,static-color,bg-zinc-100,apps/frontend/src/app/(dashboard)/it-inventory/page.tsx,324,Review light/dark contrast and accent bypass,REVIEW_REQUIRED
TOK-00430,static-color,bg-zinc-800,apps/frontend/src/app/(dashboard)/it-inventory/page.tsx,324,Review light/dark contrast and accent bypass,REVIEW_REQUIRED
TOK-00431,static-color,text-zinc-400,apps/frontend/src/app/(dashboard)/it-inventory/page.tsx,327,Review light/dark contrast and accent bypass,REVIEW_REQUIRED
TOK-00432,static-color,border-zinc-200,apps/frontend/src/app/(dashboard)/it-inventory/page.tsx,337,Review light/dark contrast and accent bypass,REVIEW_REQUIRED
TOK-00433,static-color,border-zinc-800,apps/frontend/src/app/(dashboard)/it-inventory/page.tsx,337,Review light/dark contrast and accent bypass,REVIEW_REQUIRED
TOK-00434,static-color,bg-white,apps/frontend/src/app/(dashboard)/it-inventory/page.tsx,337,Review light/dark contrast and accent bypass,REVIEW_REQUIRED
TOK-00435,static-color,bg-zinc-900,apps/frontend/src/app/(dashboard)/it-inventory/page.tsx,337,Review light/dark contrast and accent bypass,REVIEW_REQUIRED
TOK-00436,static-color,bg-zinc-200,apps/frontend/src/app/(dashboard)/it-inventory/page.tsx,339,Review light/dark contrast and accent bypass,REVIEW_REQUIRED
TOK-00437,static-color,bg-zinc-800,apps/frontend/src/app/(dashboard)/it-inventory/page.tsx,339,Review light/dark contrast and accent bypass,REVIEW_REQUIRED
TOK-00438,static-color,bg-zinc-200,apps/frontend/src/app/(dashboard)/it-inventory/page.tsx,341,Review light/dark contrast and accent bypass,REVIEW_REQUIRED
TOK-00439,static-color,bg-zinc-800,apps/frontend/src/app/(dashboard)/it-inventory/page.tsx,341,Review light/dark contrast and accent bypass,REVIEW_REQUIRED
TOK-00440,static-color,bg-zinc-200,apps/frontend/src/app/(dashboard)/it-inventory/page.tsx,342,Review light/dark contrast and accent bypass,REVIEW_REQUIRED
TOK-00441,static-color,bg-zinc-800,apps/frontend/src/app/(dashboard)/it-inventory/page.tsx,342,Review light/dark contrast and accent bypass,REVIEW_REQUIRED
TOK-00442,static-color,text-zinc-400,apps/frontend/src/app/(dashboard)/it-inventory/page.tsx,349,Review light/dark contrast and accent bypass,REVIEW_REQUIRED
TOK-00443,static-color,bg-amber-600,apps/frontend/src/app/(dashboard)/it-inventory/page.tsx,356,Review light/dark contrast and accent bypass,REVIEW_REQUIRED
TOK-00444,static-color,bg-amber-700,apps/frontend/src/app/(dashboard)/it-inventory/page.tsx,356,Review light/dark contrast and accent bypass,REVIEW_REQUIRED
TOK-00445,static-color,text-white,apps/frontend/src/app/(dashboard)/it-inventory/page.tsx,356,Review light/dark contrast and accent bypass,REVIEW_REQUIRED
TOK-00446,static-color,border-red-400/30,apps/frontend/src/app/(dashboard)/jellyfin/browse/page.tsx,154,Review light/dark contrast and accent bypass,REVIEW_REQUIRED
TOK-00447,static-color,text-blue-400,apps/frontend/src/app/(dashboard)/jellyfin/browse/page.tsx,227,Review light/dark contrast and accent bypass,REVIEW_REQUIRED
TOK-00448,semantic-token,text-fg,apps/frontend/src/app/(dashboard)/jellyfin/browse/page.tsx,127,Preferred semantic design-system token,CODE_CONFIRMED
TOK-00449,semantic-token,bg-brand-500/15,apps/frontend/src/app/(dashboard)/jellyfin/browse/page.tsx,147,Preferred semantic design-system token,CODE_CONFIRMED
TOK-00450,semantic-token,text-brand-400,apps/frontend/src/app/(dashboard)/jellyfin/browse/page.tsx,147,Preferred semantic design-system token,CODE_CONFIRMED
TOK-00451,semantic-token,border-brand-500/30,apps/frontend/src/app/(dashboard)/jellyfin/browse/page.tsx,147,Preferred semantic design-system token,CODE_CONFIRMED
TOK-00452,semantic-token,bg-bg,apps/frontend/src/app/(dashboard)/jellyfin/browse/page.tsx,147,Preferred semantic design-system token,CODE_CONFIRMED
TOK-00453,semantic-token,text-fg,apps/frontend/src/app/(dashboard)/jellyfin/browse/page.tsx,147,Preferred semantic design-system token,CODE_CONFIRMED
TOK-00454,semantic-token,border-border,apps/frontend/src/app/(dashboard)/jellyfin/browse/page.tsx,147,Preferred semantic design-system token,CODE_CONFIRMED
TOK-00455,semantic-token,border-brand-500/30,apps/frontend/src/app/(dashboard)/jellyfin/browse/page.tsx,147,Preferred semantic design-system token,CODE_CONFIRMED
TOK-00456,semantic-token,bg-bg,apps/frontend/src/app/(dashboard)/jellyfin/browse/page.tsx,154,Preferred semantic design-system token,CODE_CONFIRMED
TOK-00457,semantic-token,border-border,apps/frontend/src/app/(dashboard)/jellyfin/browse/page.tsx,154,Preferred semantic design-system token,CODE_CONFIRMED
TOK-00458,semantic-token,text-fg,apps/frontend/src/app/(dashboard)/jellyfin/browse/page.tsx,154,Preferred semantic design-system token,CODE_CONFIRMED
TOK-00459,semantic-token,text-fg,apps/frontend/src/app/(dashboard)/jellyfin/browse/page.tsx,154,Preferred semantic design-system token,CODE_CONFIRMED
TOK-00460,semantic-token,bg-bg,apps/frontend/src/app/(dashboard)/jellyfin/browse/page.tsx,161,Preferred semantic design-system token,CODE_CONFIRMED
TOK-00461,semantic-token,border-border,apps/frontend/src/app/(dashboard)/jellyfin/browse/page.tsx,161,Preferred semantic design-system token,CODE_CONFIRMED
TOK-00462,semantic-token,text-fg,apps/frontend/src/app/(dashboard)/jellyfin/browse/page.tsx,161,Preferred semantic design-system token,CODE_CONFIRMED
TOK-00463,semantic-token,text-fg,apps/frontend/src/app/(dashboard)/jellyfin/browse/page.tsx,161,Preferred semantic design-system token,CODE_CONFIRMED
TOK-00464,semantic-token,bg-bg,apps/frontend/src/app/(dashboard)/jellyfin/browse/page.tsx,168,Preferred semantic design-system token,CODE_CONFIRMED
TOK-00465,semantic-token,border-border,apps/frontend/src/app/(dashboard)/jellyfin/browse/page.tsx,168,Preferred semantic design-system token,CODE_CONFIRMED
TOK-00466,semantic-token,text-fg,apps/frontend/src/app/(dashboard)/jellyfin/browse/page.tsx,168,Preferred semantic design-system token,CODE_CONFIRMED
TOK-00467,semantic-token,text-fg,apps/frontend/src/app/(dashboard)/jellyfin/browse/page.tsx,168,Preferred semantic design-system token,CODE_CONFIRMED
TOK-00468,semantic-token,border-brand-500/30,apps/frontend/src/app/(dashboard)/jellyfin/browse/page.tsx,168,Preferred semantic design-system token,CODE_CONFIRMED
TOK-00469,semantic-token,bg-bg,apps/frontend/src/app/(dashboard)/jellyfin/browse/page.tsx,175,Preferred semantic design-system token,CODE_CONFIRMED
TOK-00470,semantic-token,border-border,apps/frontend/src/app/(dashboard)/jellyfin/browse/page.tsx,175,Preferred semantic design-system token,CODE_CONFIRMED
TOK-00471,semantic-token,text-fg,apps/frontend/src/app/(dashboard)/jellyfin/browse/page.tsx,175,Preferred semantic design-system token,CODE_CONFIRMED
TOK-00472,semantic-token,text-fg,apps/frontend/src/app/(dashboard)/jellyfin/browse/page.tsx,175,Preferred semantic design-system token,CODE_CONFIRMED
TOK-00473,semantic-token,border-brand-500/30,apps/frontend/src/app/(dashboard)/jellyfin/browse/page.tsx,175,Preferred semantic design-system token,CODE_CONFIRMED
TOK-00474,semantic-token,text-fg,apps/frontend/src/app/(dashboard)/jellyfin/browse/page.tsx,230,Preferred semantic design-system token,CODE_CONFIRMED
TOK-00475,semantic-token,text-fg,apps/frontend/src/app/(dashboard)/jellyfin/browse/page.tsx,236,Preferred semantic design-system token,CODE_CONFIRMED
TOK-00476,semantic-token,border-border,apps/frontend/src/app/(dashboard)/jellyfin/browse/page.tsx,241,Preferred semantic design-system token,CODE_CONFIRMED
TOK-00477,semantic-token,bg-bg,apps/frontend/src/app/(dashboard)/jellyfin/browse/page.tsx,241,Preferred semantic design-system token,CODE_CONFIRMED
TOK-00478,semantic-token,text-fg,apps/frontend/src/app/(dashboard)/jellyfin/browse/page.tsx,241,Preferred semantic design-system token,CODE_CONFIRMED
TOK-00479,semantic-token,border-brand-500/50,apps/frontend/src/app/(dashboard)/jellyfin/browse/page.tsx,241,Preferred semantic design-system token,CODE_CONFIRMED
TOK-00480,semantic-token,text-fg,apps/frontend/src/app/(dashboard)/jellyfin/browse/page.tsx,245,Preferred semantic design-system token,CODE_CONFIRMED
TOK-00481,semantic-token,border-border,apps/frontend/src/app/(dashboard)/jellyfin/browse/page.tsx,253,Preferred semantic design-system token,CODE_CONFIRMED
TOK-00482,semantic-token,bg-bg,apps/frontend/src/app/(dashboard)/jellyfin/browse/page.tsx,253,Preferred semantic design-system token,CODE_CONFIRMED
TOK-00483,semantic-token,bg-brand-500/15,apps/frontend/src/app/(dashboard)/jellyfin/browse/page.tsx,257,Preferred semantic design-system token,CODE_CONFIRMED
TOK-00484,semantic-token,text-brand-400,apps/frontend/src/app/(dashboard)/jellyfin/browse/page.tsx,257,Preferred semantic design-system token,CODE_CONFIRMED
TOK-00485,semantic-token,text-fg,apps/frontend/src/app/(dashboard)/jellyfin/browse/page.tsx,257,Preferred semantic design-system token,CODE_CONFIRMED
TOK-00486,semantic-token,text-fg,apps/frontend/src/app/(dashboard)/jellyfin/browse/page.tsx,257,Preferred semantic design-system token,CODE_CONFIRMED
TOK-00487,semantic-token,border-border,apps/frontend/src/app/(dashboard)/jellyfin/browse/page.tsx,269,Preferred semantic design-system token,CODE_CONFIRMED
TOK-00488,semantic-token,bg-bg,apps/frontend/src/app/(dashboard)/jellyfin/browse/page.tsx,269,Preferred semantic design-system token,CODE_CONFIRMED
TOK-00489,semantic-token,text-fg,apps/frontend/src/app/(dashboard)/jellyfin/browse/page.tsx,269,Preferred semantic design-system token,CODE_CONFIRMED
TOK-00490,semantic-token,text-fg,apps/frontend/src/app/(dashboard)/jellyfin/browse/page.tsx,269,Preferred semantic design-system token,CODE_CONFIRMED
TOK-00491,semantic-token,border-brand-500/50,apps/frontend/src/app/(dashboard)/jellyfin/browse/page.tsx,269,Preferred semantic design-system token,CODE_CONFIRMED
TOK-00492,semantic-token,text-fg,apps/frontend/src/app/(dashboard)/jellyfin/browse/page.tsx,280,Preferred semantic design-system token,CODE_CONFIRMED
TOK-00493,semantic-token,bg-brand-500/15,apps/frontend/src/app/(dashboard)/jellyfin/browse/page.tsx,284,Preferred semantic design-system token,CODE_CONFIRMED
TOK-00494,semantic-token,text-brand-400,apps/frontend/src/app/(dashboard)/jellyfin/browse/page.tsx,284,Preferred semantic design-system token,CODE_CONFIRMED
TOK-00495,semantic-token,border-brand-500/30,apps/frontend/src/app/(dashboard)/jellyfin/browse/page.tsx,284,Preferred semantic design-system token,CODE_CONFIRMED
TOK-00496,semantic-token,bg-bg,apps/frontend/src/app/(dashboard)/jellyfin/browse/page.tsx,284,Preferred semantic design-system token,CODE_CONFIRMED
TOK-00497,semantic-token,text-fg,apps/frontend/src/app/(dashboard)/jellyfin/browse/page.tsx,284,Preferred semantic design-system token,CODE_CONFIRMED
TOK-00498,semantic-token,border-border,apps/frontend/src/app/(dashboard)/jellyfin/browse/page.tsx,284,Preferred semantic design-system token,CODE_CONFIRMED
TOK-00499,semantic-token,border-brand-500/30,apps/frontend/src/app/(dashboard)/jellyfin/browse/page.tsx,284,Preferred semantic design-system token,CODE_CONFIRMED
TOK-00500,semantic-token,bg-brand-500/15,apps/frontend/src/app/(dashboard)/jellyfin/browse/page.tsx,290,Preferred semantic design-system token,CODE_CONFIRMED
TOK-00501,semantic-token,text-brand-400,apps/frontend/src/app/(dashboard)/jellyfin/browse/page.tsx,290,Preferred semantic design-system token,CODE_CONFIRMED
TOK-00502,semantic-token,border-brand-500/30,apps/frontend/src/app/(dashboard)/jellyfin/browse/page.tsx,290,Preferred semantic design-system token,CODE_CONFIRMED
TOK-00503,semantic-token,bg-bg,apps/frontend/src/app/(dashboard)/jellyfin/browse/page.tsx,290,Preferred semantic design-system token,CODE_CONFIRMED
TOK-00504,semantic-token,text-fg,apps/frontend/src/app/(dashboard)/jellyfin/browse/page.tsx,290,Preferred semantic design-system token,CODE_CONFIRMED
TOK-00505,semantic-token,border-border,apps/frontend/src/app/(dashboard)/jellyfin/browse/page.tsx,290,Preferred semantic design-system token,CODE_CONFIRMED
TOK-00506,semantic-token,border-brand-500/30,apps/frontend/src/app/(dashboard)/jellyfin/browse/page.tsx,290,Preferred semantic design-system token,CODE_CONFIRMED
TOK-00507,semantic-token,text-fg,apps/frontend/src/app/(dashboard)/jellyfin/browse/page.tsx,301,Preferred semantic design-system token,CODE_CONFIRMED
TOK-00508,static-color,text-amber-400,apps/frontend/src/app/(dashboard)/jellyfin/collections/[id]/page.tsx,65,Review light/dark contrast and accent bypass,REVIEW_REQUIRED
TOK-00509,semantic-token,text-fg,apps/frontend/src/app/(dashboard)/jellyfin/collections/[id]/page.tsx,47,Preferred semantic design-system token,CODE_CONFIRMED
TOK-00510,semantic-token,border-border,apps/frontend/src/app/(dashboard)/jellyfin/collections/[id]/page.tsx,59,Preferred semantic design-system token,CODE_CONFIRMED
TOK-00511,semantic-token,text-fg,apps/frontend/src/app/(dashboard)/jellyfin/collections/[id]/page.tsx,59,Preferred semantic design-system token,CODE_CONFIRMED
TOK-00512,semantic-token,text-fg,apps/frontend/src/app/(dashboard)/jellyfin/collections/[id]/page.tsx,59,Preferred semantic design-system token,CODE_CONFIRMED
TOK-00513,semantic-token,text-fg,apps/frontend/src/app/(dashboard)/jellyfin/collections/[id]/page.tsx,71,Preferred semantic design-system token,CODE_CONFIRMED
TOK-00514,semantic-token,text-fg,apps/frontend/src/app/(dashboard)/jellyfin/collections/[id]/page.tsx,79,Preferred semantic design-system token,CODE_CONFIRMED
TOK-00515,semantic-token,text-fg,apps/frontend/src/app/(dashboard)/jellyfin/collections/[id]/page.tsx,85,Preferred semantic design-system token,CODE_CONFIRMED
TOK-00516,semantic-token,border-border,apps/frontend/src/app/(dashboard)/jellyfin/collections/[id]/page.tsx,105,Preferred semantic design-system token,CODE_CONFIRMED
TOK-00517,semantic-token,text-fg,apps/frontend/src/app/(dashboard)/jellyfin/collections/[id]/page.tsx,106,Preferred semantic design-system token,CODE_CONFIRMED
TOK-00518,semantic-token,text-fg,apps/frontend/src/app/(dashboard)/jellyfin/collections/[id]/page.tsx,108,Preferred semantic design-system token,CODE_CONFIRMED
TOK-00519,static-color,text-amber-400,apps/frontend/src/app/(dashboard)/jellyfin/collections/page.tsx,73,Review light/dark contrast and accent bypass,REVIEW_REQUIRED
TOK-00520,semantic-token,text-fg,apps/frontend/src/app/(dashboard)/jellyfin/collections/page.tsx,55,Preferred semantic design-system token,CODE_CONFIRMED
TOK-00521,semantic-token,border-border,apps/frontend/src/app/(dashboard)/jellyfin/collections/page.tsx,67,Preferred semantic design-system token,CODE_CONFIRMED
TOK-00522,semantic-token,text-fg,apps/frontend/src/app/(dashboard)/jellyfin/collections/page.tsx,67,Preferred semantic design-system token,CODE_CONFIRMED
TOK-00523,semantic-token,text-fg,apps/frontend/src/app/(dashboard)/jellyfin/collections/page.tsx,67,Preferred semantic design-system token,CODE_CONFIRMED
TOK-00524,semantic-token,border-border,apps/frontend/src/app/(dashboard)/jellyfin/collections/page.tsx,79,Preferred semantic design-system token,CODE_CONFIRMED
TOK-00525,semantic-token,text-fg,apps/frontend/src/app/(dashboard)/jellyfin/collections/page.tsx,80,Preferred semantic design-system token,CODE_CONFIRMED
TOK-00526,semantic-token,text-fg,apps/frontend/src/app/(dashboard)/jellyfin/collections/page.tsx,82,Preferred semantic design-system token,CODE_CONFIRMED
TOK-00527,static-color,text-red-400,apps/frontend/src/app/(dashboard)/jellyfin/favorites/page.tsx,52,Review light/dark contrast and accent bypass,REVIEW_REQUIRED
TOK-00528,semantic-token,text-fg,apps/frontend/src/app/(dashboard)/jellyfin/favorites/page.tsx,33,Preferred semantic design-system token,CODE_CONFIRMED
TOK-00529,semantic-token,border-border,apps/frontend/src/app/(dashboard)/jellyfin/favorites/page.tsx,46,Preferred semantic design-system token,CODE_CONFIRMED
TOK-00530,semantic-token,text-fg,apps/frontend/src/app/(dashboard)/jellyfin/favorites/page.tsx,46,Preferred semantic design-system token,CODE_CONFIRMED
